Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
5/9/2014,584.54,586.25,580.33,585.5425,10414200,0,1,78.59824732,78.82817684,78.03216353,78.73304518,72899400
5/8/2014,588.25,594.41,586.4,587.99,8224900,3.29,1,79.09710026,79.92538439,78.8483461,79.06214022,57574300
5/7/2014,595.25,597.29,587.73,592.33,10102300,0,1,79.59298296,79.86575857,78.58745716,79.20253943,70716100
5/6/2014,601.8,604.4099,594.41,594.41,13377300,0,1,80.46880663,80.81778559,79.48066359,79.48066359,93641100
5/5/2014,590.14,601,590,600.96,10252400,0,1,78.90970678,80.3618358,78.89098689,80.35648726,71766800
5/2/2014,592.34,594.2,589.71,592.58,6839800,0,1,79.20387657,79.45258374,78.85220996,79.23596781,47878600
5/1/2014,592,594.8,586.36,591.48,8716000,0,1,79.15841396,79.53281187,78.40426961,79.08888292,61012000
4/30/2014,592.64,599.43,589.8,590.09,16308600,0,1,79.24399063,80.15190554,78.86424418,78.90302111,114160200
4/29/2014,593.74,595.98,589.51,592.33,12049200,0,1,79.39107552,79.69059384,78.82546726,79.20253943,84344400
4/28/2014,572.8,595.75,572.55,594.09,23910200,0,1,76.59111405,79.65983973,76.55768567,79.43787526,167371400
4/25/2014,564.53,571.99,563.96,571.94,13938400,0,1,75.4853031,76.48280609,75.40908638,76.47612041,97568800
4/24/2014,568.21,570,560.73,567.77,27139700,0,1,75.97736892,76.21671615,74.97719166,75.91853496,189977900
4/23/2014,529.06,531.13,524.45,524.75,14105000,0,1,70.74248394,71.01927096,70.12606453,70.16617859,98735000
4/22/2014,528.31,531.826,526.501,531.699,7234400,0,1,70.64219878,71.11233558,70.400311,71.09535396,50640800
4/21/2014,525.34,532.14,523.96,531.17,6519600,0,1,70.24506958,71.15432163,70.0605449,71.0246195,45637200
4/17/2014,520,527.76,519.2,524.94,10154800,0,1,69.53103929,70.56865634,69.42406846,70.19158416,71083600
4/16/2014,518.05,521.09,514.1354,519.01,7670200,0,1,69.27029789,69.67678705,68.74686288,69.39866289,53691400
4/15/2014,520.27,521.64,511.33,517.9599,9517500,0,1,69.56714195,69.75032949,68.37174292,69.2582503,66622500
4/14/2014,521.9,522.16,517.21,521.68,7345500,0,1,69.78509501,69.81986053,69.15797852,69.75567803,51418500
4/11/2014,519,522.83,517.14,519.61,9704200,0,1,69.39732575,69.9094486,69.14861858,69.47889101,67929400
4/10/2014,530.68,532.24,523.17,523.48,8559000,0,1,70.95909987,71.16769299,69.9549112,69.9963624,59913000
4/9/2014,522.64,530.49,522.02,530.32,7363200,0,1,69.88404303,70.9336943,69.80114064,70.91096299,51542400
4/8/2014,525.19,526.12,518.7001,523.44,8710300,0,1,70.22501255,70.34936614,69.35722506,69.99101386,60972100
4/7/2014,528.02,530.9,521.89,523.47,10351800,0,1,70.60342186,70.98851685,69.78375788,69.99502527,72462600
4/4/2014,539.81,540,530.58,531.82,9830400,0,1,72.17990446,72.20531003,70.94572851,71.1115333,68812800
4/3/2014,541.39,542.5,537.64,538.79,5798000,0,1,72.39117185,72.53959388,71.88974609,72.04351665,40586000
4/2/2014,542.38,543.48,540.26,542.55,6443600,0,1,72.52354825,72.67063314,72.24007555,72.54627955,45105200
4/1/2014,537.76,541.87,536.77,541.65,7170000,0,1,71.90579171,72.45535435,71.77341531,72.42593737,50190000
3/31/2014,539.23,540.81,535.93,536.74,6023900,0,1,72.10235061,72.313618,71.66109594,71.7694039,42167300
3/28/2014,538.32,538.9399,534.25,536.86,7163000,0,1,71.98067129,72.06356031,71.4364572,71.78544953,50141000
3/27/2014,540.015,541.5,535.1201,537.46,7929700,0,1,72.20731574,72.40588034,71.55280134,71.86567765,55507900
3/26/2014,546.52,549,538.86,539.78,10706000,0,1,73.0771223,73.40873187,72.0528766,72.17589306,74942000
3/25/2014,541.5,545.75,539.59,544.99,10081900,0,1,72.40588034,72.97416287,72.15048748,72.87254058,70573300
3/24/2014,538.42,540.5,535.06,539.19,12703600,0,1,71.99404265,72.2721668,71.54476516,72.09700207,88925200
3/21/2014,531.93,533.75,526.33,532.87,13358800,0,1,71.12624179,71.36960043,70.37744598,71.25193251,93511600
3/20/2014,529.89,532.67,527.35,528.7,7442800,0,1,70.85346617,71.22518981,70.51383379,70.69434706,52099600
3/19/2014,532.26,536.24,529,531.26,8027000,0,1,71.17036726,71.70254713,70.73446113,71.03665372,56189000
3/18/2014,525.9,531.97,525.2001,531.4,7487400,0,1,70.31994916,71.13159033,70.22636306,71.05537361,52411800
3/17/2014,527.7,529.97,525.85,526.74,7126600,0,1,70.56063353,70.86416326,70.31326348,70.43226853,49886200
3/14/2014,528.79,530.89,523,524.69,8471400,0,1,70.70638128,70.98717971,69.9321799,70.15815578,59299800
3/13/2014,537.44,539.66,529.16,530.65,9205100,0,1,71.86300338,72.15984743,70.75585529,70.95508846,64435700
3/12/2014,534.51,537.35,532,536.61,7118800,0,1,71.47122271,71.85096916,71.13560174,71.75202114,49831600
3/11/2014,535.45,538.74,532.59,536.09,9972300,0,1,71.59691344,72.03683098,71.21449272,71.6824901,69806100
3/10/2014,528.36,533.33,528.3391,530.92,6378000,0,1,70.64888446,71.31344074,70.64608985,70.99119112,44646000
3/7/2014,531.09,531.98,526.05,530.44,7883200,0,1,71.01392242,71.13292747,70.34000619,70.92700862,55182400
3/6/2014,532.79,534.4399,528.1,530.75,6624600,0,1,71.24123543,71.4618494,70.61411894,70.96845982,46372200
3/5/2014,530.92,534.75,529.13,532.36,7145100,0,1,70.99119112,71.50331396,70.75184389,71.18373861,50015700
3/4/2014,531,532.64,527.77,531.24,9255000,0,1,71.0018882,71.2211784,70.56999347,71.03397945,64785000
3/3/2014,523.42,530.65,522.81,527.76,8527900,0,1,69.98833959,70.95508846,69.90677433,70.56865634,59695300
2/28/2014,529.08,532.75,522.12,526.24,13284600,0,1,70.74515821,71.23588689,69.81451199,70.36541176,92992200
2/27/2014,517.14,528.78,516.05,527.67,10781500,0,1,69.14861858,70.70504415,69.00287082,70.55662212,75470500
2/26/2014,523.61,525,515.6,517.35,9864900,0,1,70.01374516,70.19960698,68.94269973,69.17669842,69054300
2/25/2014,529.38,529.565,521,522.06,8284000,0,1,70.78527227,70.81000927,69.66475283,69.80648918,57988000
2/24/2014,523.15,529.9199,522.42,527.55,10318200,0,1,69.95223693,70.85746421,69.85462605,70.5405765,72227400
2/21/2014,532.7927,534.57,524.6,525.25,9956600,0,1,71.24159646,71.47924553,70.14612156,70.23303536,69696200
2/20/2014,532.99,537,529,531.15,10923500,0,1,71.26797814,71.80416942,70.73446113,71.02194523,76464500
2/19/2014,544.75,546.89,534.35,537.37,11206000,0,1,72.84044933,73.1265963,71.44982855,71.85364343,78442000
2/18/2014,546,551.19,545.61,545.99,9294700,0,1,73.00759126,73.70156451,72.95544298,73.00625412,65062900
2/14/2014,542.47,545.9799,541.21,543.99,9747300,0,1,72.53558247,73.00490361,72.36710341,72.73882705,68231100
2/13/2014,534.66,544.85,534.2,544.43,10978500,0,1,71.49127975,72.85382069,71.42977152,72.797661,76849500
2/12/2014,536.95,539.56,533.24,535.92,11003600,0,1,71.79748375,72.14647608,71.30140652,71.6597588,77025200
2/11/2014,530.61,537.75,529.5,535.96,10080600,0,1,70.94973992,71.90445458,70.80131789,71.66510734,70564200
2/10/2014,518.66,531.99,518,528.99,12341400,0,1,69.35186315,71.1342646,69.26361222,70.73312399,86389800
2/7/2014,521.38,522.9299,517.38,519.68,13224300,0,1,69.71556397,69.92280658,69.18070982,69.48825096,92570100
2/6/2014,510.06,513.5,507.81,512.51,9205900,3.05,1,68.20192673,68.6619013,67.90107127,68.5295249,64441300
2/5/2014,506.56,515.28,506.2519,512.59,11726600,0,1,67.33322238,68.4923066,67.29226896,68.13474507,82086200
2/4/2014,505.85,509.46,502.76,508.79,13452900,0,1,67.23884741,67.71869764,66.82811688,67.62963956,94170300
2/3/2014,502.61,507.73,499.3,501.53,14338000,0,1,66.8081785,67.48874171,66.36820502,66.6646222,100366000
1/31/2014,495.18,501.53,493.55,500.6,16599900,0,1,65.82056432,66.6646222,65.60390064,66.54100428,116199300
1/30/2014,502.54,506.5,496.7,499.782,24232200,0,1,66.79887393,67.32524703,66.02260652,66.43227367,169625400
1/29/2014,503.95,507.37,498.62,500.75,17957500,0,1,66.98629466,67.44088961,66.27781772,66.56094265,125702500
1/28/2014,508.76,515,502.07,506.5,38054400,0,1,67.62565189,68.4550883,66.73640035,67.32524703,266380800
1/27/2014,550.07,554.8,545.75,550.5,19817100,0,1,73.11668043,73.74540386,72.54245522,73.1738371,138719700
1/24/2014,554,555.62,544.75,546.07,15334100,0,1,73.63906586,73.85440031,72.40953272,72.58499042,107338700
1/23/2014,549.94,556.5,544.8064,556.18,14401400,0,1,73.0994005,73.97137211,72.41702955,73.92883691,100809800
1/22/2014,550.9147,557.29,547.81,551.51,13570900,0,1,73.22896006,74.07638089,72.81627557,73.30808883,94996300
1/21/2014,540.99,550.07,540.42,549.07,11733100,0,1,71.90974411,73.11668043,71.83397829,72.98375793,82131700
1/17/2014,551.48,552.07,539.9,540.67,15240700,0,1,73.30410115,73.38252543,71.76485859,71.86720891,106684900
1/16/2014,554.9,556.85,551.68,554.25,8188500,0,1,73.75869611,74.01789499,73.33068565,73.67229648,57319500
1/15/2014,553.52,560.2,551.66,557.36,13987100,0,1,73.57526306,74.46318537,73.3280272,74.08568546,97909700
1/14/2014,538.22,546.73,537.66,546.39,11877200,0,1,71.54154878,72.67271927,71.46711218,72.62752562,83140400
1/13/2014,529.91,542.5,529.88,535.73,13517600,0,1,70.4369628,72.11045709,70.43297512,71.21057176,94623200
1/10/2014,539.83,540.8,531.11,532.94,10892000,0,1,71.75555401,71.88448884,70.5964698,70.83971798,76244000
1/9/2014,546.8,546.86,535.3501,536.519,9969600,0,1,72.68202385,72.6899992,71.1600745,71.31544761,69787200
1/8/2014,538.81,545.56,538.69,543.46,9233200,0,1,71.61997306,72.51719995,71.60402236,72.23806269,64632400
1/7/2014,544.32,545.96,537.925,540.0375,11328900,0,1,72.35237604,72.57036895,71.50233665,71.78313543,79302300
1/6/2014,537.45,546.8,533.6,543.93,14736100,0,1,71.43919846,72.68202385,70.92744683,72.30053627,103152700
1/3/2014,552.86,553.7,540.43,540.98,14016700,0,1,73.48753421,73.59918911,71.83530751,71.90841489,98116900
1/2/2014,555.68,557.03,552.021,553.13,8381600,0,1,73.86237566,74.04182104,73.37601223,73.52342328,58671200
12/31/2013,554.17,561.28,554,561.02,7967300,0,1,73.66166268,74.60674167,73.63906586,74.57218182,55771100
12/30/2013,557.46,560.09,552.321,554.52,9058200,0,1,74.09897771,74.44856389,73.41588898,73.70818556,63407400
12/27/2013,563.82,564.41,559.5,560.09,8067300,0,1,74.94436482,75.0227891,74.37013962,74.44856389,56471100
12/26/2013,568.1,569.5,563.376,563.9,7286000,0,1,75.51327313,75.69936463,74.88534723,74.95499862,51002000
12/24/2013,569.89,571.88,566.03,567.67,5984100,0,1,75.75120441,76.01572019,75.23812355,75.45611645,41888700
12/23/2013,568,570.72,562.76,570.09,17903800,0,1,75.49998088,75.86153008,74.80346697,75.77778891,125326600
12/20/2013,545.43,551.61,544.8175,549.02,15586200,0,1,72.49992002,73.32138108,72.41850499,72.9771118,109103400
12/19/2013,549.5,550,543.7301,544.46,11439600,0,1,73.0409146,73.10737585,72.27396506,72.37098519,80077200
12/18/2013,549.7,551.45,538.8,550.77,20209400,0,1,73.0674991,73.30011348,71.61864383,73.20972618,141465800
12/17/2013,555.81,559.44,553.375,554.99,8210800,0,1,73.87965559,74.36216427,73.55598929,73.77065913,57475600
12/16/2013,555.02,562.6389,555.01,557.5,10092600,0,1,73.77464681,74.78737006,73.77331758,74.10429461,70648200
12/13/2013,562.85,562.88,553.67,554.43,11886500,0,1,74.81543,74.81941767,73.59520143,73.69622253,83205500
12/12/2013,562.1415,565.34,560.03,560.54,9367500,0,1,74.7212544,75.14640703,74.44058854,74.50837902,65572500
12/11/2013,567,570.97,559.69,561.36,12847100,0,1,75.36705838,75.89476071,74.39539489,74.61737547,89929700
12/10/2013,563.58,567.88,561.2,565.55,9938200,0,1,74.91246342,75.48403018,74.59610787,75.17432075,69567400
12/9/2013,560.9001,569.58,560.9001,566.43,11446200,0,1,74.55624441,75.70999843,74.55624441,75.29129255,80123400
12/6/2013,565.79,566.75,559.57,560.02,12298300,0,1,75.20622215,75.33382775,74.37944419,74.43925932,86088100
12/5/2013,572.65,575.1358,566.41,567.901,15985000,0,1,76.11807051,76.44848927,75.2886341,75.48682155,111895000
12/4/2013,565.5,569.19,560.82,565,13493200,0,1,75.16767463,75.65815866,74.54559732,75.10121338,94452400
12/3/2013,558.3,566.38,557.68,566.322,16106000,0,1,74.21063261,75.28464643,74.12822066,75.27693692,112742000
12/2/2013,558,564.3299,550.82,551.23,16876600,0,1,74.17075586,75.01214201,73.2163723,73.27087053,118136200
11/29/2013,549.48,558.33,547.81,556.07,11361700,0,1,73.03825615,74.21462029,72.81627557,73.91421544,79531900
11/27/2013,536.3098,546,533.4,545.96,12980300,0,1,71.28764022,72.57568585,70.90086233,72.57036895,90862100
11/26/2013,524.12,536.14,524,533.4,14335100,0,1,69.66734151,71.26506998,69.65139081,70.90086233,100345700
11/25/2013,521.02,525.87,521,523.74,8189700,0,1,69.25528176,69.89995589,69.25262331,69.61683096,57327900
11/22/2013,519.52,522.16,518.53,519.8,7990200,0,1,69.055898,69.40681341,68.92430473,69.09311631,55931400
11/21/2013,517.6,521.21,513.67,521.136,9358100,0,1,68.8006868,69.28053703,68.27830137,69.27070077,65506700
11/20/2013,519.23,520.42,514.33,515,6925600,0,1,69.01735048,69.17552826,68.36603022,68.4550883,48479200
11/19/2013,519.03,523.38,517.97,519.55,7462100,0,1,68.99076598,69.56897886,68.84986813,69.05988568,52234700
11/18/2013,524.99,527.19,518.2,518.629,8748000,0,1,69.78298409,70.07541359,68.8804403,68.93746406,61236000
11/15/2013,526.58,529.09,524.49,524.991,11354300,0,1,69.99433087,70.32796634,69.71652284,69.78311701,79480100
11/14/2013,522.81,529.28,521.87,528.16,10086400,0,1,69.49321303,70.35322162,69.36826588,70.20434842,70604800
11/13/2013,518,522.25,516.96,520.634,7043600,0,1,68.8538558,69.41877643,68.7156164,69.20397367,49305200
11/12/2013,517.67,523.92,517,520.01,7295600,0,1,68.80999138,69.64075701,68.7209333,69.12103003,51069200
11/11/2013,519.99,521.67,514.41,519.048,8123300,0,1,69.11837158,69.34168138,68.37666402,68.99315858,56863100
11/8/2013,514.58,521.13,512.59,520.56,9975600,0,1,68.39926085,69.26990323,68.13474507,69.19413741,69829200
11/7/2013,519.58,523.19,512.38,512.492,9379300,0,1,69.06387335,69.54372359,68.10683134,68.12171866,65655100
11/6/2013,524.15,524.86,518.2,520.92,7977700,3.05,1,69.67132919,69.76570416,68.8804403,69.24198951,55843900
11/5/2013,524.58,528.885,523,525.449,9471900,0,1,69.32260026,69.8915007,69.1138052,69.43743753,66303300
11/4/2013,521.1,526.82,518.81,526.75,8736700,0,1,68.86272255,69.61861349,68.56010187,69.60936308,61156900
11/1/2013,524.02,524.8,515.84,520.03,9817500,0,1,69.24859695,69.35167298,68.16762003,68.72132336,68722500
10/31/2013,525,527.49,521.27,522.702,9846300,0,1,69.37810274,69.70715317,68.88518784,69.07442487,68924100
10/30/2013,519.61,527.52,517.02,524.896,12648700,0,1,68.66582088,69.71111763,68.32355558,69.36435927,88540900
10/29/2013,536.27,539.25,514.54,516.678,22707400,0,1,70.86741934,71.26122267,67.99582663,68.2783607,158951800
10/28/2013,529.04,531,523.21,529.876,19658600,0,1,69.91198376,70.17099534,69.14155644,70.02246013,137610200
10/25/2013,531.315,533.23,525.11,525.958,12064000,0,1,70.2126222,70.46568709,69.3926391,69.50470126,84448000
10/24/2013,525,532.47,522.45,531.91,13741600,0,1,69.37810274,70.36525403,69.04112338,70.29125072,96191200
10/23/2013,519,525.67,519,524.96,11204400,0,1,68.58521013,69.46664241,68.58521013,69.37281679,78430800
10/22/2013,526.405,528.4496,508.03,519.8675,19073700,0,1,69.56377176,69.83396312,67.13553816,68.69984919,133515900
10/21/2013,511.77,524.3,511.52,521.362,14218100,0,1,67.62977455,69.2855986,67.59673736,68.89734552,99526700
10/18/2013,505.99,509.26,505.71,508.89,10376500,0,1,66.86595467,67.29808114,66.82895302,67.2491861,72635500
10/17/2013,499.98,504.78,499.68,504.5,9056900,0,1,66.07174058,66.70605467,66.03209595,66.66905301,63398300
10/16/2013,500.79,502.53,499.23,501.114,8967900,0,1,66.17878109,66.40871994,65.97262901,66.22159729,62775300
10/15/2013,497.505,502,495.52,498.68,11431200,0,1,65.74467239,66.33868109,65.48235708,65.89994719,80018400
10/14/2013,489.83,497.58,489.35,496.04,9353500,0,1,64.7304306,65.75458354,64.66699919,65.55107444,65474500
10/11/2013,486.99,493.84,485.16,492.812,9562100,0,1,64.3551281,65.26034715,64.11329586,65.12449822,66934700
10/10/2013,491.32,492.38,487.04,489.638,9950100,0,1,64.92733226,65.06740995,64.36173554,64.70505803,69650700
10/9/2013,484.64,487.79,478.28,486.588,10775900,0,1,64.0445785,64.46084711,63.20411234,64.30200429,75431300
10/8/2013,489.94,490.64,480.54,480.94,10389900,0,1,64.74496696,64.8374711,63.50276855,63.55562806,72729300
10/7/2013,486.56,492.65,485.35,487.75,11153300,0,1,64.29830413,65.10309012,64.13840412,64.45556116,78073100
10/4/2013,483.86,484.6,478.6,483.03,9245300,0,1,63.94150246,64.03929255,63.24639994,63.83181898,64717100
10/3/2013,490.51,492.35,480.7387,483.41,11526900,0,1,64.82029176,65.06344549,63.52902651,63.88203551,80688300
10/2/2013,485.63,491.8,483.75,489.56,10328000,0,1,64.17540578,64.99076367,63.92696609,64.69475043,72296000
10/1/2013,478.45,489.14,478.381,487.96,12638700,0,1,63.22657763,64.63924795,63.21745936,64.4833124,88470900
9/30/2013,477.25,481.66,474.411,476.75,9291300,0,1,63.06799911,63.65077517,62.69282876,63.00192472,65039100
9/27/2013,483.78,484.67,480.72,482.75,8144300,0,1,63.93093056,64.04854296,63.52655533,63.79481733,57010100
9/26/2013,486,488.56,483.9,486.22,8472200,0,1,64.22430082,64.56260166,63.94678841,64.25337355,59305400
9/25/2013,489.2,489.64,481.4301,481.53,11319900,0,1,64.64717687,64.70532233,63.62039417,63.63359583,79239300
9/24/2013,494.88,495.47,487.82,489.1,13012300,0,1,65.39778187,65.47574964,64.46481158,64.633962,91086100
9/23/2013,496.1,496.91,482.6,490.64,27218100,0,1,65.55900337,65.66604387,63.77499501,64.8374711,190526700
9/20/2013,478,478.55,466,467.41,24975100,0,1,63.16711068,63.2397925,61.58132548,61.76765524,174825700
9/19/2013,470.7,475.83,469.25,472.3,14447900,0,1,62.20242468,62.88034786,62.01080897,62.41386271,101135300
9/18/2013,463.18,466.35,460.66,464.68,16316500,0,1,61.20866595,61.62757755,60.87565106,61.4068891,114215500
9/17/2013,447.96,459.71,447.5,455.32,14263600,0,1,59.19736172,60.75010973,59.13657329,60.16997664,99845200
9/16/2013,461,461.6099,447.22,450.12,19418100,0,1,60.92058164,61.00117917,59.09957163,59.48280306,135926700
9/13/2013,469.3402,471.8292,464.7,464.9,10672700,0,1,62.02272879,62.35164707,61.40953208,61.43596183,74708900
9/12/2013,468.5,475.4,466.01,472.69,14430400,0,1,61.9116974,62.82352389,61.58264696,62.46540073,101012800
9/11/2013,467.0101,473.69,464.81,467.71,32096300,0,1,61.71480895,62.5975495,61.42406844,61.80729987,224674100
9/10/2013,506.2,507.45,489.5,494.64,26542700,0,1,66.89370592,67.05889187,64.6868215,65.36606617,185798900
9/9/2013,505,507.92,503.48,506.17,12167400,0,1,66.73512739,67.12100179,66.53426127,66.88974145,85171800
9/6/2013,498.44,499.38,489.95,498.22,12840200,0,1,65.86823148,65.99245132,64.74628845,65.83915875,89881400
9/5/2013,500.25,500.68,493.64,495.27,8441700,0,1,66.10742075,66.16424472,65.2339174,65.44931989,59091900
9/4/2013,499.56,502.24,496.28,498.691,12322600,0,1,66.0162381,66.3703968,65.58279015,65.90140082,86258200
9/3/2013,493.1,500.6,487.35,488.58,11854600,0,1,65.16255707,66.15367282,64.40270166,64.56524464,82982200
8/30/2013,492,492.95,486.5,487.216,9724900,0,1,65.01719342,65.14273475,64.2903752,64.38499372,68074300
8/29/2013,491.65,496.5,491.13,491.7,8559200,0,1,64.97094135,65.61186287,64.90222399,64.97754879,59914400
8/28/2013,486,495.8,486,490.896,10986000,0,1,64.22430082,65.51935874,64.22430082,64.87130118,76902000
8/27/2013,498,502.51,486.3,488.59,15149600,0,1,65.81008603,66.40607696,64.26394545,64.56656613,106047200
8/26/2013,500.75,510.2,500.5,502.97,11820200,0,1,66.17349513,67.42230098,66.14045794,66.4668654,82741400
8/23/2013,503.27,503.35,499.35,501.02,7954700,0,1,66.50651003,66.51708193,65.98848686,66.2091753,55682900
8/22/2013,504.98,505.59,498.2,502.96,8721700,0,1,66.73248442,66.81309517,65.83651578,66.46554391,61051900
8/21/2013,503.59,507.15,501.2,502.36,11995700,0,1,66.54879763,67.01924724,66.23296208,66.38625465,83969900
8/20/2013,509.71,510.57,500.82,501.07,12810300,0,1,67.35754809,67.47119603,66.18274555,66.21578274,89672100
8/19/2013,504.34,513.74,504,507.74,18232800,0,1,66.64790921,67.89010762,66.60297863,67.09721502,127629600
8/16/2013,500.15,502.94,498.86,502.33,12939500,0,1,66.09420587,66.46290093,65.92373396,66.38229019,90576500
8/15/2013,496.42,502.399,489.0833,497.91,17510500,0,1,65.60129097,66.39140845,64.63175511,65.79819264,122573500
8/14/2013,497.88,504.25,493.4,498.5,27013300,0,1,65.79422817,66.63601582,65.2022017,65.87616041,189093100
8/13/2013,470.94,494.66,468.05,489.57,31497900,0,1,62.23414039,65.36870914,61.85223045,64.69607192,220485300
8/12/2013,456.86,468.65,456.63,467.36,13015500,0,1,60.37348575,61.93151971,60.34309153,61.7610478,91108500
8/9/2013,458.64,460.46,453.65,454.45,9530900,0,1,60.60871055,60.84922131,59.9492882,60.05500722,66716300
8/8/2013,463.855,464.1,457.95,461.01,9134900,3.05,1,61.29786637,61.33024282,60.5175279,60.92190313,63944300
8/7/2013,463.8,467,461.77,464.98,10673500,0,1,60.88777027,61.307867,60.6212714,61.04268094,74714500
8/6/2013,468.02,471.89,462.17,465.25,11959200,0,1,61.44177284,61.94982732,60.6737835,61.0781266,83714400
8/5/2013,464.69,470.67,462.15,469.45,11387700,0,1,61.00460967,61.78966544,60.67115789,61.62950356,79713900
8/2/2013,458.01,462.85,456.66,462.54,9813700,0,1,60.12765774,60.76305405,59.95042943,60.72235718,68695900
8/1/2013,455.7527,456.8,453.26,456.676,7366100,0,1,59.83131888,59.96880867,59.50407665,59.95252992,51562700
7/31/2013,454.99,457.3425,449.43,452.53,11534200,0,1,59.73119145,60.04002819,59.00127338,59.40824209,80739400
7/30/2013,449.96,457.15,449.23,453.32,11050800,0,1,59.0708519,60.01475675,58.97501733,59.51195347,77355600
7/29/2013,440.8,449.99,440.2,447.79,8859200,0,1,57.868325,59.07479031,57.78955686,58.7859738,62014400
7/26/2013,435.3,441.04,434.34,440.99,7148300,0,1,57.14628374,57.89983225,57.02025472,57.89326824,50038100
7/25/2013,440.7,441.4,435.81,438.5,8196200,0,1,57.85519698,57.94709314,57.21323666,57.56638047,57373400
7/24/2013,438.93,444.59,435.26,440.51,21140600,0,1,57.62283097,58.36587707,57.14103253,57.83025373,147984200
7/23/2013,426,426.96,418.71,418.99,13192700,0,1,55.92537761,56.05140663,54.96834474,55.0051032,92348900
7/22/2013,429.46,429.75,425.468,426.31,7421300,0,1,56.3796072,56.41767847,55.85553653,55.96607448,51949100
7/19/2013,433.1,433.98,424.35,424.95,9597200,0,1,56.85746724,56.97299384,55.70876523,55.78753337,67180400
7/18/2013,433.38,434.87,430.61,431.758,7817100,0,1,56.8942257,57.08983324,56.53057946,56.68128917,54719700
7/17/2013,429.7,432.22,428.22,430.31,7106800,0,1,56.41111446,56.74194063,56.21681972,56.4911954,49747600
7/16/2013,426.52,430.71,424.17,430.195,7733500,0,1,55.99364333,56.54370749,55.68513479,56.47609817,54134500
7/15/2013,425.01,431.46,424.8,427.44,8639900,0,1,55.79541018,56.64216766,55.76784133,56.11442114,60479300
7/12/2013,427.65,429.79,423.41,426.51,9984400,0,1,56.14198999,56.42292968,55.58536182,55.99233053,69890800
7/11/2013,422.95,428.25,421.1701,427.288,11653300,0,1,55.52497291,56.22075812,55.29130723,56.09446654,81573100
7/10/2013,419.6,424.8,418.25,420.73,10050200,0,1,55.08518414,55.76784133,54.90795583,55.2335308,70351400
7/9/2013,413.6,423.5,410.38,422.35,12592300,0,1,54.29750277,55.59717704,53.87478043,55.44620477,88146100
7/8/2013,420.11,421,410.65,415.05,10647800,0,1,55.15213706,55.26897646,53.91022609,54.4878591,74534600
7/5/2013,420.39,423.29,415.35,417.42,9786600,0,1,55.18889552,55.56960819,54.52724317,54.79899324,68506200
7/3/2013,420.86,422.98,417.45,420.8,8604600,0,1,55.25059723,55.52891132,54.80293165,55.24272042,60232200
7/2/2013,409.96,421.63,409.47,418.49,16780900,0,1,53.81964273,55.35168301,53.75531542,54.93946309,117466300
7/1/2013,402.69,412.27,401.22,409.22,13966200,0,1,52.86523547,54.12290006,52.67225353,53.72249536,97763400
6/28/2013,391.36,400.27,388.87,396.53,20661300,0,1,51.37783047,52.54753731,51.0509427,52.05654926,144629100
6/27/2013,399.25,401.39,393.54,393.78,12044500,0,1,52.41363148,52.69457117,51.66402137,51.69552863,84311500
6/26/2013,403.9,404.79,395.66,398.07,13133000,0,1,53.02408454,53.14092395,51.94233546,52.25872081,91931000
6/25/2013,405.7,407.79,398.83,402.63,11220100,0,1,53.26038896,53.53476464,52.35849378,52.85735865,78540700
6/24/2013,407.4,408.66,398.05,402.54,17169500,0,1,53.48356535,53.64897844,52.2560952,52.84554343,120186500
6/21/2013,418.49,420,408.1001,413.5,17182800,0,1,54.93946309,55.13769623,53.57547464,54.28437474,120279600
6/20/2013,419.3,425.98,415.17,416.838,12761100,0,1,55.04580007,55.922752,54.50361273,54.72258815,89327700
6/19/2013,431.4,431.66,423,423,11105000,0,1,56.63429085,56.66842371,55.53153692,55.53153692,77735000
6/18/2013,431.56,434.9,430.21,431.77,6965200,0,1,56.65529568,57.09377165,56.47806737,56.68286453,48756400
6/17/2013,431.44,435.7,430.3615,432,9264800,0,1,56.63954206,57.19879583,56.49795633,56.71305898,64853600
6/14/2013,435.4,436.29,428.5,430.05,9709500,0,1,57.15941176,57.27625117,56.25357818,56.45706254,67966500
6/13/2013,432.5,437.14,428.75,435.965,10208300,0,1,56.7786991,57.38783936,56.28639824,57.23358509,71458100
6/12/2013,439.5,441.25,431.5,432.19,9472400,0,1,57.6976607,57.9274011,56.64741887,56.73800223,66306800
6/11/2013,435.74,442.7599,433.32,437.6,10218300,0,1,57.20404704,58.12562112,56.88634889,57.44822827,71528100
6/10/2013,444.73,449.079,436.8,438.89,16076900,0,1,58.3842563,58.95519402,57.34320408,57.61757976,112538300
6/7/2013,436.5,443.24,432.77,441.811,14447700,0,1,57.30382001,58.18864876,56.81414476,58.00104931,101133900
6/6/2013,445.47,447,434.05,438.46,14890500,0,1,58.48140367,58.68226242,56.98218345,57.56112926,104233500
6/5/2013,445.65,450.72,443.71,445.11,10378200,0,1,58.50503411,59.17062487,58.25035047,58.43414279,72647400
6/4/2013,453.22,454.43,447.39,449.31,10454600,0,1,59.49882545,59.65767452,58.73346171,58.98551975,73182200
6/3/2013,450.73,452.36,442.48,450.72,13298300,0,1,59.17193768,59.38592445,58.08887578,59.17062487,93088100
